,Unnamed: 0,business_id,name,city,state,postal_code,latitude,longitude,is_open,categories,attributes.GoodForKids,attributes.NoiseLevel,attributes.RestaurantsDelivery,attributes.GoodForMeal,attributes.Alcohol,attributes.Caters,attributes.WiFi,attributes.RestaurantsTakeOut,attributes.BusinessAcceptsCreditCards,attributes.Ambience,attributes.BusinessParking,attributes.RestaurantsTableService,attributes.RestaurantsGoodForGroups,attributes.OutdoorSeating,attributes.HasTV,attributes.BikeParking,attributes.RestaurantsReservations,attributes.RestaurantsPriceRange2,attributes.RestaurantsAttire,attributes.BusinessAcceptsBitcoin,attributes.ByAppointmentOnly,attributes.AcceptsInsurance,attributes.Music,attributes.GoodForDancing,attributes.CoatCheck,attributes.HappyHour,attributes.BestNights,attributes.WheelchairAccessible,attributes.DogsAllowed,attributes.BYOBCorkage,attributes.DriveThru,attributes.Smoking,attributes.AgesAllowed,attributes.HairSpecializesIn,attributes.Corkage,attributes.BYOB,attributes.DietaryRestrictions,attributes.Open24Hours,attributes.RestaurantsCounterService,hours.Monday,hours.Wednesday,hours.Thursday,hours.Friday,hours.Saturday,hours.Sunday,hours.Tuesday,order,circle
23130,1318,31842,Wendy's,Twinsburg,OH,44087,41.31192282,-81.45445542,1,"Fast Food, Burgers, Restaurants",TRUE,,FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,46077,
23272,1460,41944,Wendy's,Macedonia,OH,44056,41.3134893,-81.5148561,1,"Burgers, Restaurants, Fast Food",TRUE,u'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,'free',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",FALSE,TRUE,FALSE,,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,51520,
23309,1497,145665,Wendy's,Cleveland,OH,44125,41.4189569,-81.6069748,1,"Restaurants, Fast Food, Hot Dogs, Burgers",,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,52852,
23405,1593,91028,Wendy's,Cleveland,OH,44124,41.5231925,-81.4392506,1,"Fast Food, Burgers, Restaurants",TRUE,,FALSE,,,,'no',TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,FALSE,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,56191,
23663,1851,104839,Wendy's,North Ridgeville,OH,44039,41.3979865,-81.9959861,1,"Restaurants, Fast Food, Burgers",TRUE,'quiet',FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,'free',TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,65564,
23893,2081,71840,Wendy's,Lakewood,OH,44107,41.4855768,-81.7684235,1,"Burgers, Fast Food, Restaurants, Sandwiches",TRUE,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'none',,'free',TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,FALSE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,73422,
24028,2216,10504,Wendy's,Mentor,OH,44060,41.658528,-81.368383,1,"Burgers, Fast Food, Restaurants",TRUE,u'average',FALSE,,,,,TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,FALSE,,,FALSE,1,'casual',,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,77987,
24047,2235,186489,Wendy's,Kent,OH,44240,41.154107,-81.350693,1,"Restaurants, Burgers, Fast Food",TRUE,u'quiet',FALSE,,u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,78705,
24059,2247,121467,Wendy's,Cleveland,OH,44128,41.434619,-81.5270257,1,"Restaurants, Burgers, Fast Food",TRUE,u'average',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,TRUE,FALSE,,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,78938,
24216,2404,103923,Wendy's,Stow,OH,44224,41.1568222,-81.4047594,1,"Restaurants, Fast Food, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,84459,
24223,2411,74190,Wendy's,Cleveland,OH,44122,41.4641062,-81.5365526,1,"Fast Food, Burgers, Hot Dogs, Restaurants",TRUE,'quiet',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,84607,
24296,2484,1561,Wendy's,Cleveland,OH,44113,41.48254,-81.7067053,1,"Burgers, Restaurants, Fast Food",TRUE,,FALSE,,,FALSE,u'free',TRUE,TRUE,"{'touristy': False, 'hipster': False, 'romantic': False, 'divey': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,FALSE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,86834,
24327,2515,64968,Wendy's,Brunswick,OH,44212,41.2387296,-81.8055051,1,"Restaurants, Burgers, Fast Food",TRUE,u'loud',FALSE,,u'none',,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,FALSE,TRUE,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,87963,
24705,2893,9609,Wendy's,Bedford,OH,44146,41.36932034,-81.51389084,1,"Fast Food, Burgers, Restaurants",TRUE,,FALSE,,u'none',,,TRUE,TRUE,,,,TRUE,FALSE,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,10:30-23:0,101302,
24814,3002,94863,Wendy's,Lorain,OH,44052,41.4652395,-82.1563414,1,"Fast Food, Burgers, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104907,
24836,3024,64547,Wendy's,Akron,OH,44333,41.13413625,-81.64313779,1,"Fast Food, Burgers, Restaurants",TRUE,u'loud',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",'none',,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,'casual',,,,,,,,,,,,TRUE,,,,,,,,,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,10:30-22:0,105610,
25038,3226,33763,Wendy's,Willoughby,OH,44094,41.62615417,-81.4353375,1,"Burgers, Fast Food, Restaurants",TRUE,u'quiet',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',,u'free',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,TRUE,,,,,,,,,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,10:0-1:0,113413,
25106,3294,89198,Wendy's,Elyria,OH,44035,41.400567,-82.107802,1,"Fast Food, Burgers, Restaurants",TRUE,,FALSE,,,,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,FALSE,,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,115782,
25316,3504,48894,Wendy's,Cleveland,OH,44120,41.4803307,-81.5988434,1,"Restaurants, Fast Food, Burgers",,,,,,,,TRUE,,"{'romantic': False, 'intimate': False, 'touristy': False, 'hipster': False, 'divey': False, 'classy': False, 'trendy': False, 'upscale': False, 'casual': False}",,,,FALSE,TRUE,,,,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,123585,
25426,3614,130139,Wendy's,Avon,OH,44011,41.4672169,-82.0195828,1,"Burgers, Restaurants, Fast Food",TRUE,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,TRUE,TRUE,,,,TRUE,FALSE,TRUE,FALSE,FALSE,1,'casual',,,,,,,,,,,,TRUE,,,,,,,,,,,,,,,,127472,
25449,3637,143335,Wendy's,Cleveland,OH,44134,41.4063048,-81.6917805,1,"Burgers, Fast Food, Restaurants",TRUE,u'average',FALSE,,u'none',FALSE,,TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,128149,
25519,3707,49793,Wendy's,Beachwood,OH,44122,41.462061,-81.4859401,1,"Breakfast & Brunch, Fast Food, Burgers, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,130303,
25562,3750,68173,Wendy's,Cleveland,OH,44103,41.5229982,-81.6510169,1,"Restaurants, Burgers, Fast Food",TRUE,u'average',FALSE,,u'none',FALSE,u'free',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,TRUE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,132022,
25563,3751,109706,Wendy's,Aurora,OH,44202,41.317774,-81.348623,1,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,,,,,TRUE,TRUE,,,,TRUE,,,,FALSE,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132108,
25697,3885,117612,Wendy's,Cleveland,OH,44109,41.4533186,-81.7011336,1,"Fast Food, Restaurants, Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,10:0-22:0,135964,
25708,3896,49285,Wendy's,Sheffield Village,OH,44035,41.4223459,-82.0776106,1,"Restaurants, Fast Food, Burgers",TRUE,u'average',FALSE,,,,,TRUE,TRUE,,,,TRUE,,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,136376,
25968,4156,118873,Wendy's,Medina,OH,44256,41.1536461,-81.8635637,1,"Burgers, Fast Food, Restaurants",TRUE,u'quiet',FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,u'no',TRUE,TRUE,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,2,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,145413,
26140,4328,183906,Wendy's,Cuyahoga Falls,OH,44221,41.118749,-81.478863,1,"Fast Food, Restaurants, Burgers",TRUE,,FALSE,,,,,TRUE,TRUE,,,,TRUE,,FALSE,,FALSE,4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152086,
26244,20,44971,Wendy's,Mississauga,ON,L5K 2R8,43.52838215,-79.67501157,1,"Restaurants, Burgers, Fast Food",1,u'quiet',0,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,u'free',1,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,1,FALSE,1,TRUE,0,2,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,10:30-1:0,204,0
26485,261,148516,Wendy's,Toronto,ON,M1V 5G9,43.82549594,-79.29771379,1,"Fast Food, Burgers, Restaurants",TRUE,,,,,,,TRUE,,,,,FALSE,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3426,0
26633,409,51310,Wendy's,Toronto,ON,M1L 4V9,43.7261916,-79.291823,1,"Burgers, Fast Food, Restaurants",TRUE,,FALSE,,,,,TRUE,,,,,TRUE,FALSE,FALSE,TRUE,0,1,'casual',,,,,,,,,,,,,,,,,,,,,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,0:0-0:0,5425,0
26892,668,141074,Wendy's,Mississauga,ON,L5V 2X8,43.60796804,-79.70106807,1,"Fast Food, Burgers, Restaurants",TRUE,,FALSE,,u'none',FALSE,,TRUE,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,FALSE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,9267,0
27038,814,183551,Wendy's,Markham,ON,L3R 2N2,43.83073302,-79.35365662,1,"Fast Food, Restaurants, Burgers",TRUE,u'quiet',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,'free',TRUE,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,TRUE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,10:0-22:0,10:0-22:0,10:0-22:0,10:0-23:0,10:30-22:0,11:0-22:0,10:0-22:0,11197,0
28482,2258,147958,Wendy's,Brampton,ON,L6W 4S1,43.681811,-79.714641,1,"Burgers, Fast Food, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-1:0,10:30-1:0,10:30-0:0,10:30-0:0,29937,0
28499,2275,26664,Wendy's,Pickering,ON,L1V 1A8,43.8210926,-79.1137928,1,"Restaurants, Fast Food, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,u'no',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,FALSE,,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,30189,0
28611,2387,128022,Wendy's,Whitby,ON,L1N 9M1,43.8723425,-78.9057058,1,"Fast Food, Burgers, Restaurants",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31693,0
28825,2601,61537,Wendy's,Oakville,ON,L6J 4Z2,43.48935126,-79.65140287,1,"Fast Food, Burgers, Restaurants",FALSE,,,,,FALSE,,,,,,,,,,,,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,34568,0
28829,2605,121572,Wendy's,Scarborough,ON,M1P 2L7,43.7649316,-79.2814728,1,"Burgers, Restaurants, Fast Food",TRUE,,FALSE,,,,,TRUE,,,,,TRUE,,,,FALSE,,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,34594,0
28951,2727,8352,Wendy's,Toronto,ON,M1B 6A3,43.8020587,-79.1981619,1,"Burgers, American (Traditional), Restaurants, Fast Food",TRUE,u'loud',FALSE,,u'none',FALSE,u'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,36181,0
29149,2925,69767,Wendy's,Toronto,ON,M3J 3N2,43.7858417,-79.4750685,1,"Salad, Burgers, Fast Food, Restaurants",TRUE,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,TRUE,,,,,TRUE,,,,FALSE,2,'casual',,,,,,,,,,,,1,,,,,,,,,,,,,,,,38800,0
29257,3033,138699,Wendy's,Bolton,ON,L7E 2X7,43.8691132,-79.7227433,1,"Burgers, Restaurants, Fast Food",TRUE,,FALSE,,u'none',,'free',TRUE,,,,,FALSE,,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,40114,0
29316,3092,148214,Wendy's,Mississauga,ON,L5M 7E1,43.55586324,-79.71093456,1,"Burgers, Restaurants, Fast Food",TRUE,'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",'none',FALSE,'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,40841,0
29627,3403,150967,Wendy's,Toronto,ON,M2N 7H3,43.7686667,-79.4120948,1,"Restaurants, Fast Food, Burgers",TRUE,u'loud',FALSE,"{'dessert': False, 'latenight': False, 'lunch': True, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,u'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,TRUE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,7:0-1:0,44507,0
29695,3471,102854,Wendy's,Mississauga,ON,L5N 8J4,43.6092866,-79.7448588,1,"Burgers, Restaurants, Fast Food, Food",TRUE,,FALSE,,,,'free',TRUE,,"{'touristy': False, 'hipster': False, 'romantic': False, 'intimate': False, 'trendy': False, 'upscale': False, 'classy': False, 'casual': False}",,,TRUE,,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,45526,0
29929,3705,33714,Wendy's,Aurora,ON,L4G 1J5,44.00364885,-79.45177315,1,"Burgers, Restaurants, Fast Food, Hot Dogs",,u'loud',,,,,,,,,,,,,,,,,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,48526,0
29980,3756,126237,Wendy's,Toronto,ON,M3J 1P3,43.77403748,-79.50257215,1,"Restaurants, Fast Food, Burgers",,,FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,,TRUE,,,"{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,FALSE,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,49222,0
31071,4847,189122,Wendy's,Etobicoke,ON,M8Z 1T8,43.6175625,-79.5395806,1,"Burgers, Restaurants, Fast Food",TRUE,u'average',FALSE,,u'none',FALSE,u'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,TRUE,TRUE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,10:30-0:0,63294,0
31285,5061,38531,Wendy's,Mississauga,ON,L5C 1T7,43.5747675,-79.6448037,1,"Restaurants, Burgers, Fast Food",TRUE,u'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",,,u'free',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,TRUE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,65977,0
32354,6130,160515,Wendy's,Maple,ON,L6A 3N9,43.8484241,-79.5357117,1,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,,'none',,,TRUE,,,,,TRUE,,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,80178,0
32965,6741,144982,Wendy's,Etobicoke,ON,M9B 1A9,43.6383944,-79.5389612,1,"Burgers, Fast Food, Restaurants",TRUE,u'average',FALSE,"{'dessert': False, 'latenight': False, 'lunch': False, 'dinner': False, 'brunch': False, 'breakfast': False}",u'none',FALSE,,TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,FALSE,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,10:30-2:0,88165,0
33603,7379,132142,Wendy's,Toronto,ON,M6A 1C3,43.7130009,-79.4613134,1,"Fast Food, Restaurants, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,u'no',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}","{'garage': False, 'street': False, 'validated': False, 'lot': False, 'valet': False}",,TRUE,FALSE,FALSE,FALSE,FALSE,2,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,96418,0
34237,8013,92578,Wendy's,Toronto,ON,M5H,43.649481,-79.379506,1,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,,,,,,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': False}",,FALSE,TRUE,,,TRUE,FALSE,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104991,1
34644,8420,149940,Wendy's,Etobicoke,ON,M9W 4K5,43.7187626,-79.5705945,1,"Restaurants, Fast Food, Burgers",,,FALSE,,,,,TRUE,,,,,,,,,FALSE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,110670,0
34713,8489,75434,Wendy's,Ajax,ON,L1Z 1G1,43.8648525,-79.0127201,1,"Fast Food, Burgers, Hot Dogs, Restaurants",TRUE,u'average',FALSE,,,,,TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'upscale': False, 'touristy': False, 'trendy': False, 'casual': False}",,,TRUE,,,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,111520,0
34871,8647,62666,Wendy's,Toronto,ON,M5J 2H7,43.650469,-79.383889,1,"Restaurants, Fast Food, Burgers",TRUE,,,,'none',,,TRUE,,,,,TRUE,,FALSE,,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,113259,1
35265,9041,59881,Wendy's,Toronto,ON,M4M 3A9,43.65959871,-79.32917851,1,"Fast Food, Restaurants, Burgers",TRUE,u'average',FALSE,,u'none',FALSE,u'no',TRUE,,"{'romantic': False, 'intimate': False, 'classy': False, 'hipster': False, 'divey': False, 'touristy': False, 'trendy': False, 'upscale': False, 'casual': True}","{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}",,TRUE,TRUE,FALSE,TRUE,FALSE,1,u'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,118437,0
35314,9090,164057,Wendy's,Mississauga,ON,L4Z,43.62651832,-79.67889009,1,"Restaurants, Fast Food, Burgers",TRUE,,FALSE,,,,'free',TRUE,,,,,TRUE,FALSE,TRUE,TRUE,FALSE,1,'casual',,,,,,,,,,,,,,,,,,,,,,,,,,,,119024,0
35814,9590,177156,Wendy's,Mississauga,ON,L5N 4H4,43.58722807,-79.74161393,1,"Fast Food, Restaurants, Burgers",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,10:0-0:0,125309,0
